eventName,timestamp
LOGIN,1702564579.6030684
ExpStart,1702564640.2485206
ScrollToArticle-1,1702564640.344968
ScrollToArticle-1,1702564666.100486
ScrollToArticle-1,1702564666.120419
ScrollToArticle-1,1702564666.1363668
ScrollToArticle-1,1702564666.154307
ScrollToArticle-1,1702564666.1692579
ScrollToArticle-1,1702564666.184207
ScrollToArticle-1,1702564666.2021456
ScrollToArticle-1,1702564666.217098
ScrollToArticle-1,1702564666.2360313
ScrollToArticle-0,1702564666.2529747
ScrollToArticle-1,1702564666.285871
ScrollToArticle-1,1702564666.3048012
ScrollToArticle-1,1702564666.3177586
ScrollToArticle-1,1702564666.4014769
ScrollToArticle-1,1702564666.4353635
ScrollToArticle-0,1702564666.4533029
ScrollToArticle-1,1702564666.5190973
ScrollToArticle-1,1702564666.5330482
ScrollToArticle-1,1702564666.5509868
ScrollToArticle-1,1702564666.5729158
ScrollToArticle-1,1702564666.5868669
ScrollToArticle-1,1702564666.604809
ScrollToArticle-1,1702564666.6197567
ScrollToArticle-1,1702564666.634706
ScrollToArticle-1,1702564666.6506531
ScrollToArticle-1,1702564666.6735759
ScrollToArticle-1,1702564666.6875298
ScrollToArticle-1,1702564666.7034752
ScrollToArticle-1,1702564666.721424
ScrollToArticle-1,1702564666.736368
ScrollToArticle-1,1702564666.752312
ScrollToArticle-1,1702564666.768259
ScrollToArticle-1,1702564666.7881944
ScrollToArticle-1,1702564666.801149
ScrollToArticle-1,1702564666.8200846
ScrollToArticle-1,1702564666.8430073
ScrollToArticle-1,1702564666.8509824
ScrollToArticle-1,1702564666.8694608
ScrollToArticle-1,1702564666.8883972
ScrollToArticle-1,1702564666.9083276
ScrollToArticle-1,1702564666.919292
ScrollToArticle-1,1702564666.934256
ScrollToArticle-1,1702564666.9511843
ScrollToArticle-1,1702564666.9671319
ScrollToArticle-1,1702564666.9840746
ScrollToArticle-1,1702564667.015967
ScrollToArticle-1,1702564667.0349045
ScrollToArticle-1,1702564667.0568302
ScrollToArticle-1,1702564667.069788
ScrollToArticle-2,1702564667.0847363
ScrollToArticle-2,1702564667.1056666
ScrollToArticle-2,1702564668.426925
ScrollToArticle-2,1702564668.4329047
ScrollToArticle-2,1702564668.451841
ScrollToArticle-2,1702564668.4677885
ScrollToArticle-1,1702564668.485728
ScrollToArticle-1,1702564668.4996822
ScrollToArticle-1,1702564668.5166235
ScrollToArticle-1,1702564668.5435479
ScrollToArticle-1,1702564668.5515223
ScrollToArticle-1,1702564668.5674684
ScrollToArticle-1,1702564668.5854084
ScrollToArticle-1,1702564668.6023512
ScrollToArticle-1,1702564668.6182976
ScrollToArticle-1,1702564668.6481993
ScrollToArticle-1,1702564668.6531806
ScrollToArticle-1,1702564668.6681306
ScrollToArticle-1,1702564668.6880634
ScrollToArticle-1,1702564668.702017
ScrollToArticle-1,1702564668.7179625
ScrollToArticle-1,1702564668.732914
ScrollToArticle-1,1702564668.7528462
ScrollToArticle-1,1702564668.7677968
ScrollToArticle-1,1702564668.78527
ScrollToArticle-1,1702564669.296522
ScrollToArticle-1,1702564669.3054912
ScrollToArticle-1,1702564669.3174531
ScrollToArticle-1,1702564669.335393
ScrollToArticle-1,1702564669.3503425
ScrollToArticle-1,1702564669.3682826
ScrollToArticle-1,1702564669.3832314
ScrollToArticle-1,1702564669.4011786
ScrollToArticle-1,1702564669.417117
ScrollToArticle-1,1702564669.4330666
ScrollToArticle-1,1702564669.4539952
ScrollToArticle-1,1702564669.466957
ScrollToArticle-1,1702564669.4838948
ScrollToArticle-1,1702564669.5048232
ScrollToArticle-1,1702564669.5207694
ScrollToArticle-1,1702564669.535722
ScrollToArticle-1,1702564669.5506704
ScrollToArticle-1,1702564669.571599
ScrollToArticle-1,1702564669.6014986
ScrollToArticle-1,1702564669.6184442
ScrollToArticle-1,1702564669.6413653
ScrollToArticle-2,1702564669.6573117
ScrollToArticle-2,1702564669.6762486
ScrollToArticle-2,1702564669.6991725
ScrollToArticle-2,1702564669.713127
ScrollToArticle-2,1702564669.7549846
ScrollToArticle-2,1702564669.7599676
ScrollToArticle-2,1702564669.7719285
ScrollToArticle-3,1702564669.7908647
ScrollToArticle-3,1702564669.8078105
Like-3,1702564671.8579462
ScrollToArticle-3,1702564672.9851658
ScrollToArticle-3,1702564672.9991188
ScrollToArticle-3,1702564673.01706
ScrollToArticle-3,1702564673.033005
ScrollToArticle-3,1702564673.0509453
ScrollToArticle-3,1702564673.083835
ScrollToArticle-3,1702564673.0858285
ScrollToArticle-3,1702564673.0997815
ScrollToArticle-3,1702564673.1167245
ScrollToArticle-3,1702564673.1316738
ScrollToArticle-3,1702564673.1486182
ScrollToArticle-3,1702564673.1715405
ScrollToArticle-3,1702564673.1835008
ScrollToArticle-3,1702564673.1994488
ScrollToArticle-3,1702564673.2173872
ScrollToArticle-4,1702564673.232337
ScrollToArticle-4,1702564673.2512765
ScrollToArticle-4,1702564673.2682164
ScrollToArticle-4,1702564673.2851593
ScrollToArticle-4,1702564673.3021035
ScrollToArticle-4,1702564673.3190453
ScrollToArticle-4,1702564673.3339958
ScrollToArticle-5,1702564673.3489456
ScrollToArticle-5,1702564673.3658886
Like-5,1702564675.4091873
ScrollToArticle-5,1702564676.1527789
ScrollToArticle-5,1702564676.1637406
ScrollToArticle-5,1702564676.1816814
ScrollToArticle-5,1702564676.1956377
ScrollToArticle-5,1702564676.2145715
ScrollToArticle-5,1702564676.2295203
ScrollToArticle-5,1702564676.2524433
ScrollToArticle-5,1702564676.2654011
ScrollToArticle-5,1702564676.284337
ScrollToArticle-5,1702564676.296297
ScrollToArticle-5,1702564676.315233
ScrollToArticle-5,1702564676.3321779
ScrollToArticle-5,1702564676.3501172
ScrollToArticle-5,1702564676.3670604
ScrollToArticle-5,1702564676.382009
ScrollToArticle-6,1702564676.3979566
ScrollToArticle-6,1702564676.4139025
ScrollToArticle-6,1702564677.7399487
ScrollToArticle-6,1702564677.751909
ScrollToArticle-6,1702564677.7688525
ScrollToArticle-6,1702564677.7887855
ScrollToArticle-6,1702564677.8007448
ScrollToArticle-6,1702564677.828654
ScrollToArticle-6,1702564677.846591
ScrollToArticle-6,1702564677.8545644
ScrollToArticle-6,1702564677.8685172
ScrollToArticle-6,1702564677.8844645
ScrollToArticle-6,1702564677.8994143
ScrollToArticle-6,1702564677.916358
ScrollToArticle-6,1702564677.9333003
ScrollToArticle-6,1702564677.9487705
ScrollToArticle-6,1702564677.9647176
ScrollToArticle-7,1702564677.9826574
ScrollToArticle-7,1702564678.0015938
Like-7,1702564680.9527147
ScrollToArticle-7,1702564681.9643164
ScrollToArticle-7,1702564681.9663086
ScrollToArticle-7,1702564681.979267
ScrollToArticle-7,1702564681.997205
ScrollToArticle-7,1702564682.0151463
ScrollToArticle-7,1702564682.0300946
ScrollToArticle-7,1702564682.0490317
ScrollToArticle-7,1702564682.062988
ScrollToArticle-7,1702564682.077934
ScrollToArticle-7,1702564682.0978673
ScrollToArticle-7,1702564682.1128175
ScrollToArticle-7,1702564682.12976
ScrollToArticle-7,1702564682.1526835
ScrollToArticle-7,1702564682.1636465
ScrollToArticle-7,1702564682.1795943
ScrollToArticle-7,1702564682.1985302
ScrollToArticle-7,1702564682.2144802
Like-7,1702564691.3672361
ScrollToArticle-7,1702564692.1738431
ScrollToArticle-7,1702564692.191783
ScrollToArticle-7,1702564692.21072
ScrollToArticle-7,1702564692.2266665
ScrollToArticle-7,1702564692.2426121
ScrollToArticle-7,1702564692.2605522
ScrollToArticle-7,1702564692.276499
ScrollToArticle-7,1702564692.291449
ScrollToArticle-7,1702564692.311382
ScrollToArticle-7,1702564692.3253353
ScrollToArticle-7,1702564692.3472636
ScrollToArticle-7,1702564692.3602188
ScrollToArticle-7,1702564692.3761668
ScrollToArticle-7,1702564692.393108
ScrollToArticle-7,1702564692.4080582
ScrollToArticle-7,1702564692.4279962
ScrollToArticle-7,1702564692.444934
ScrollToArticle-7,1702564692.4598846
ScrollToArticle-7,1702564692.476828
ScrollToArticle-7,1702564692.4937718
ScrollToArticle-7,1702564692.507725
ScrollToArticle-7,1702564692.56254
ScrollToArticle-7,1702564692.5764933
ScrollToArticle-7,1702564692.5944328
ScrollToArticle-7,1702564692.6183567
ScrollToArticle-7,1702564692.6402824
ScrollToArticle-7,1702564692.6532383
ScrollToArticle-7,1702564692.6751635
ScrollToArticle-7,1702564692.6940987
ScrollToArticle-7,1702564692.7010753
ScrollToArticle-7,1702564692.7180197
ScrollToArticle-7,1702564692.7359605
ScrollToArticle-6,1702564692.766855
ScrollToArticle-6,1702564692.7788155
ScrollToArticle-6,1702564692.8007424
ScrollToArticle-6,1702564692.809712
ScrollToArticle-6,1702564692.826655
ScrollToArticle-6,1702564692.9083807
ScrollToArticle-6,1702564692.9283164
ScrollToArticle-6,1702564692.9432673
ScrollToArticle-6,1702564692.9602063
ScrollToArticle-6,1702564692.9772189
ScrollToArticle-6,1702564693.0081162
ScrollToArticle-6,1702564693.0111063
ScrollToArticle-6,1702564693.0270526
ScrollToArticle-6,1702564693.0509727
ScrollToArticle-6,1702564693.0609388
ScrollToArticle-6,1702564693.0788805
ScrollToArticle-5,1702564693.1117694
ScrollToArticle-5,1702564693.1336951
ScrollToArticle-5,1702564693.1436613
ScrollToArticle-5,1702564693.159609
ScrollToArticle-5,1702564693.176551
ScrollToArticle-5,1702564693.5762112
ScrollToArticle-5,1702564693.591169
ScrollToArticle-5,1702564693.6110945
ScrollToArticle-5,1702564693.633024
ScrollToArticle-5,1702564693.6579382
ScrollToArticle-5,1702564693.6679056
ScrollToArticle-5,1702564693.6968076
ScrollToArticle-5,1702564693.7047844
ScrollToArticle-5,1702564693.7227244
ScrollToArticle-4,1702564693.7406619
ScrollToArticle-4,1702564693.751624
ScrollToArticle-4,1702564693.7685666
ScrollToArticle-4,1702564693.7855093
ScrollToArticle-4,1702564693.797473
ScrollToArticle-4,1702564693.8144162
ScrollToArticle-4,1702564693.8263738
ScrollToArticle-4,1702564693.8433163
ScrollToArticle-4,1702564694.2792542
ScrollToArticle-4,1702564694.2912128
ScrollToArticle-4,1702564694.3121448
ScrollToArticle-4,1702564694.3260975
ScrollToArticle-4,1702564694.3410532
ScrollToArticle-4,1702564694.3599827
ScrollToArticle-4,1702564694.3739388
ScrollToArticle-3,1702564694.3928728
ScrollToArticle-3,1702564694.40783
ScrollToArticle-3,1702564694.4267583
ScrollToArticle-3,1702564694.442708
ScrollToArticle-3,1702564694.45965
ScrollToArticle-3,1702564694.474599
ScrollToArticle-3,1702564694.4925394
ScrollToArticle-3,1702564694.5084848
ScrollToArticle-3,1702564694.523435
ScrollToArticle-3,1702564694.5503447
ScrollToArticle-3,1702564695.4087045
ScrollToArticle-3,1702564695.4246483
ScrollToArticle-3,1702564695.4415898
ScrollToArticle-3,1702564695.4585333
ScrollToArticle-3,1702564695.4764733
ScrollToArticle-3,1702564695.4914238
ScrollToArticle-3,1702564695.5073698
ScrollToArticle-3,1702564695.530294
ScrollToArticle-3,1702564695.542254
ScrollToArticle-3,1702564695.5631826
ScrollToArticle-3,1702564695.597069
ScrollToArticle-3,1702564695.601057
ScrollToArticle-3,1702564695.6080322
ScrollToArticle-3,1702564695.639926
ScrollToArticle-3,1702564695.6459103
ScrollToArticle-4,1702564695.660856
ScrollToArticle-4,1702564695.6768022
ScrollToArticle-4,1702564695.7441232
ScrollToArticle-4,1702564695.7610676
ScrollToArticle-4,1702564695.7790074
ScrollToArticle-4,1702564695.7959502
ScrollToArticle-4,1702564695.8109004
ScrollToArticle-4,1702564695.8288405
ScrollToArticle-4,1702564695.8437889
ScrollToArticle-4,1702564695.8657155
ScrollToArticle-4,1702564695.875682
ScrollToArticle-4,1702564695.8956156
ScrollToArticle-4,1702564695.9105659
ScrollToArticle-4,1702564695.92851
ScrollToArticle-4,1702564695.9414616
ScrollToArticle-4,1702564695.9693692
ScrollToArticle-4,1702564695.9763446
ScrollToArticle-5,1702564695.9992807
ScrollToArticle-5,1702564696.007242
ScrollToArticle-5,1702564696.4547412
ScrollToArticle-5,1702564696.471935
ScrollToArticle-5,1702564696.4898732
ScrollToArticle-5,1702564696.5147915
ScrollToArticle-5,1702564696.5247564
ScrollToArticle-5,1702564696.542696
ScrollToArticle-5,1702564696.558643
ScrollToArticle-5,1702564696.5765831
ScrollToArticle-5,1702564696.58954
ScrollToArticle-4,1702564696.6104698
ScrollToArticle-4,1702564696.625419
ScrollToArticle-4,1702564696.6453545
ScrollToArticle-4,1702564696.6672819
ScrollToArticle-4,1702564696.6921957
ScrollToArticle-4,1702564696.7460177
ScrollToArticle-4,1702564696.7480092
ScrollToArticle-4,1702564696.7510016
ScrollToArticle-4,1702564696.9726186
ScrollToArticle-4,1702564696.9905589
ScrollToArticle-4,1702564697.0055103
ScrollToArticle-4,1702564697.0244455
ScrollToArticle-4,1702564697.0483649
ScrollToArticle-4,1702564697.0573356
ScrollToArticle-4,1702564697.0742779
ScrollToArticle-3,1702564697.0902243
ScrollToArticle-3,1702564697.1081645
ScrollToArticle-3,1702564697.1231146
ScrollToArticle-3,1702564697.1410549
ScrollToArticle-3,1702564697.160991
ScrollToArticle-3,1702564697.1749418
ScrollToArticle-3,1702564697.1928806
ScrollToArticle-3,1702564697.2088275
ScrollToArticle-3,1702564697.2247753
ScrollToArticle-3,1702564697.2397246
ScrollToArticle-3,1702564698.4381473
ScrollToArticle-3,1702564698.4550908
ScrollToArticle-3,1702564698.4750228
ScrollToArticle-3,1702564698.4889774
ScrollToArticle-3,1702564698.5079126
ScrollToArticle-3,1702564698.5258548
ScrollToArticle-3,1702564698.538809
ScrollToArticle-3,1702564698.5567496
ScrollToArticle-3,1702564698.5796747
ScrollToArticle-3,1702564698.5916343
ScrollToArticle-3,1702564698.6105683
ScrollToArticle-3,1702564698.626517
ScrollToArticle-3,1702564698.642463
ScrollToArticle-3,1702564698.6554198
ScrollToArticle-3,1702564698.6753523
ScrollToArticle-4,1702564698.6982749
ScrollToArticle-4,1702564698.7062473
Like-4,1702564701.6003695
ScrollToArticle-4,1702564702.409666
ScrollToArticle-4,1702564702.4266078
ScrollToArticle-4,1702564702.4485345
ScrollToArticle-4,1702564702.4575047
ScrollToArticle-4,1702564702.4734538
ScrollToArticle-4,1702564702.4884017
ScrollToArticle-4,1702564702.5063424
ScrollToArticle-3,1702564702.5202937
ScrollToArticle-3,1702564702.5472043
ScrollToArticle-3,1702564702.5561743
ScrollToArticle-3,1702564702.5751104
ScrollToArticle-3,1702564702.5890641
ScrollToArticle-3,1702564702.6060069
ScrollToArticle-3,1702564702.623949
ScrollToArticle-3,1702564702.6448798
ScrollToArticle-3,1702564702.6568377
ScrollToArticle-3,1702564702.6757724
ScrollToArticle-3,1702564702.6947103
ScrollToArticle-3,1702564702.7076652
ScrollToArticle-3,1702564702.7425482
ScrollToArticle-3,1702564702.762482
ScrollToArticle-3,1702564702.7804234
ScrollToArticle-3,1702564702.7993586
ScrollToArticle-3,1702564702.8153055
ScrollToArticle-3,1702564702.996696
ScrollToArticle-3,1702564703.006663
ScrollToArticle-3,1702564703.0265965
ScrollToArticle-3,1702564703.0405493
ScrollToArticle-3,1702564703.0624766
ScrollToArticle-3,1702564703.079421
ScrollToArticle-2,1702564703.0953674
ScrollToArticle-2,1702564703.1113129
ScrollToArticle-2,1702564703.12726
ScrollToArticle-2,1702564703.1432064
ScrollToArticle-2,1702564703.155166
ScrollToArticle-2,1702564703.1721096
ScrollToArticle-2,1702564703.197025
ScrollToArticle-2,1702564703.2069936
ScrollToArticle-2,1702564703.2239344
ScrollToArticle-2,1702564703.2398844
ScrollToArticle-2,1702564703.2578208
ScrollToArticle-2,1702564703.6345975
ScrollToArticle-2,1702564703.6465583
ScrollToArticle-2,1702564703.6625044
ScrollToArticle-2,1702564703.6724684
ScrollToArticle-1,1702564703.6904106
ScrollToArticle-1,1702564703.7043664
ScrollToArticle-1,1702564703.7223027
ScrollToArticle-1,1702564703.7392495
ScrollToArticle-1,1702564703.7581816
ScrollToArticle-1,1702564703.7721357
ScrollToArticle-1,1702564703.7900763
ScrollToArticle-1,1702564703.8050246
ScrollToArticle-1,1702564703.8209727
ScrollToArticle-1,1702564703.8419013
ScrollToArticle-1,1702564703.8608384
ScrollToArticle-1,1702564703.874791
ScrollToArticle-1,1702564703.8887436
ScrollToArticle-1,1702564704.3950465
ScrollToArticle-1,1702564704.421988
ScrollToArticle-1,1702564704.4369087
ScrollToArticle-1,1702564704.4548497
ScrollToArticle-1,1702564704.4717908
ScrollToArticle-1,1702564704.4867444
ScrollToArticle-1,1702564704.510659
ScrollToArticle-1,1702564704.5226192
ScrollToArticle-1,1702564704.5395625
ScrollToArticle-0,1702564704.5545137
ScrollToArticle-1,1702564704.5913959
ScrollToArticle-1,1702564704.6053421
ScrollToArticle-1,1702564704.6252754
ScrollToArticle-1,1702564704.6432154
ScrollToArticle-1,1702564704.6671407
ScrollToArticle-1,1702564704.6761043
ScrollToArticle-1,1702564704.6870682
ScrollToArticle-1,1702564704.7040114
ScrollToArticle-1,1702564704.7319179
ScrollToArticle-1,1702564704.7568343
ScrollToArticle-1,1702564712.667221
ScrollToArticle-1,1702564712.7040982
ScrollToArticle-1,1702564712.7220392
ScrollToArticle-1,1702564712.7359903
ScrollToArticle-1,1702564712.7539303
ScrollToArticle-1,1702564712.7708743
ScrollToArticle-1,1702564712.7878177
ScrollToArticle-1,1702564712.802769
ScrollToArticle-1,1702564712.823699
ScrollToArticle-0,1702564712.8376513
ScrollToArticle-1,1702564712.8695433
ScrollToArticle-1,1702564712.8884797
ScrollToArticle-1,1702564712.9024339
ScrollToArticle-1,1702564712.919379
ScrollToArticle-1,1702564712.9363222
ScrollToArticle-1,1702564712.9532638
ScrollToArticle-1,1702564712.9692118
ScrollToArticle-1,1702564712.9861557
ScrollToArticle-1,1702564713.003098
ScrollToArticle-1,1702564713.0359864
ScrollToArticle-1,1702564713.4008198
ScrollToArticle-1,1702564713.4177642
ScrollToArticle-1,1702564713.4376962
ScrollToArticle-1,1702564713.4526467
ScrollToArticle-1,1702564713.4695892
ScrollToArticle-1,1702564713.4835443
ScrollToArticle-1,1702564713.5034792
ScrollToArticle-1,1702564713.5184267
ScrollToArticle-1,1702564713.5353763
ScrollToArticle-1,1702564713.5543077
ScrollToArticle-1,1702564713.568259
ScrollToArticle-1,1702564713.5852034
ScrollToArticle-1,1702564713.6001523
ScrollToArticle-1,1702564713.6380258
ScrollToArticle-1,1702564713.6390216
ScrollToArticle-1,1702564713.6589549
ScrollToArticle-1,1702564713.6759012
ScrollToArticle-1,1702564713.6918452
ScrollToArticle-1,1702564713.7067955
ScrollToArticle-1,1702564713.7237377
ScrollToArticle-1,1702564713.7416773
ScrollToArticle-1,1702564713.7556317
ScrollToArticle-2,1702564713.7775578
ScrollToArticle-2,1702564713.8004827
ScrollToArticle-2,1702564713.909121
ScrollToArticle-2,1702564713.9280543
ScrollToArticle-2,1702564713.9420066
ScrollToArticle-2,1702564713.957956
ScrollToArticle-2,1702564713.9709108
ScrollToArticle-2,1702564713.9938338
ScrollToArticle-2,1702564714.0137682
ScrollToArticle-2,1702564714.0376878
ScrollToArticle-2,1702564714.0546286
ScrollToArticle-2,1702564714.0695782
ScrollToArticle-2,1702564714.0765557
ScrollToArticle-2,1702564714.0895123
ScrollToArticle-2,1702564714.1034653
ScrollToArticle-2,1702564714.1233983
ScrollToArticle-2,1702564714.1393483
ScrollToArticle-2,1702564714.1592836
ScrollToArticle-2,1702564714.183198
ScrollToArticle-2,1702564714.1881824
ScrollToArticle-2,1702564714.2041345
ScrollToArticle-2,1702564714.221072
ScrollToArticle-2,1702564714.2390108
ScrollToArticle-2,1702564714.251968
ScrollToArticle-2,1702564714.2788777
ScrollToArticle-3,1702564714.2878475
ScrollToArticle-3,1702564714.319741
ScrollToArticle-3,1702564714.4004698
ScrollToArticle-3,1702564714.4184105
ScrollToArticle-3,1702564714.4353833
ScrollToArticle-3,1702564714.4533737
ScrollToArticle-3,1702564714.4693213
ScrollToArticle-3,1702564714.4872637
ScrollToArticle-3,1702564714.5012138
ScrollToArticle-3,1702564714.5201495
ScrollToArticle-3,1702564714.537093
ScrollToArticle-3,1702564714.5530398
ScrollToArticle-3,1702564714.5689874
ScrollToArticle-3,1702564714.584933
ScrollToArticle-3,1702564714.6028724
ScrollToArticle-3,1702564714.6208138
ScrollToArticle-3,1702564714.6387527
ScrollToArticle-3,1702564714.6517086
ScrollToArticle-3,1702564714.669649
ScrollToArticle-3,1702564714.6865923
ScrollToArticle-3,1702564714.703535
ScrollToArticle-4,1702564714.7174883
ScrollToArticle-4,1702564714.7364254
ScrollToArticle-4,1702564714.7533681
ScrollToArticle-4,1702564714.8171556
ScrollToArticle-4,1702564714.8360918
ScrollToArticle-4,1702564714.8580177
ScrollToArticle-4,1702564714.8679855
ScrollToArticle-4,1702564714.889911
ScrollToArticle-4,1702564714.9018724
ScrollToArticle-4,1702564714.9188135
ScrollToArticle-4,1702564714.9327683
ScrollToArticle-4,1702564714.9527006
ScrollToArticle-4,1702564714.9686472
ScrollToArticle-4,1702564714.9845943
ScrollToArticle-4,1702564715.0045261
ScrollToArticle-4,1702564715.016487
ScrollToArticle-4,1702564715.0364196
ScrollToArticle-4,1702564715.052368
ScrollToArticle-4,1702564715.0693092
ScrollToArticle-5,1702564715.0862525
ScrollToArticle-5,1702564715.1022
ScrollToArticle-5,1702564715.118146
ScrollToArticle-5,1702564715.1350887
ScrollToArticle-5,1702564715.1918993
ScrollToArticle-5,1702564715.2068512
ScrollToArticle-5,1702564715.2178144
ScrollToArticle-5,1702564715.237746
ScrollToArticle-5,1702564715.251698
ScrollToArticle-5,1702564715.269639
ScrollToArticle-5,1702564715.2845883
ScrollToArticle-5,1702564715.3015316
ScrollToArticle-5,1702564715.3224607
ScrollToArticle-5,1702564715.336415
ScrollToArticle-5,1702564715.353357
ScrollToArticle-5,1702564715.3693035
ScrollToArticle-5,1702564715.3872435
ScrollToArticle-5,1702564715.405185
ScrollToArticle-5,1702564715.4181406
ScrollToArticle-5,1702564715.43608
ScrollToArticle-6,1702564715.4510305
ScrollToArticle-6,1702564715.4729562
ScrollToArticle-6,1702564715.48392
ScrollToArticle-6,1702564715.5038528
ScrollToArticle-6,1702564715.5666447
ScrollToArticle-6,1702564715.5825932
ScrollToArticle-6,1702564715.6037395
ScrollToArticle-6,1702564715.6206784
ScrollToArticle-6,1702564715.635628
ScrollToArticle-6,1702564715.6535711
ScrollToArticle-6,1702564715.6695144
ScrollToArticle-6,1702564715.6874547
ScrollToArticle-6,1702564715.7014093
ScrollToArticle-6,1702564715.7213416
ScrollToArticle-6,1702564715.7352939
ScrollToArticle-6,1702564715.7532346
ScrollToArticle-6,1702564715.7681994
ScrollToArticle-6,1702564715.785128
ScrollToArticle-6,1702564715.8020706
ScrollToArticle-6,1702564715.8190134
ScrollToArticle-7,1702564715.8389468
ScrollToArticle-7,1702564715.84991
ScrollToArticle-7,1702564715.8688495
ScrollToArticle-7,1702564715.8837967
ScrollToArticle-7,1702564715.9744928
ScrollToArticle-7,1702564715.9814694
ScrollToArticle-7,1702564715.9994106
ScrollToArticle-7,1702564716.0173502
ScrollToArticle-7,1702564716.037282
ScrollToArticle-7,1702564716.0532305
ScrollToArticle-7,1702564716.0681782
ScrollToArticle-7,1702564716.0851214
ScrollToArticle-7,1702564716.1000717
ScrollToArticle-7,1702564716.1160188
ScrollToArticle-7,1702564716.1369476
ScrollToArticle-7,1702564716.150902
ScrollToArticle-7,1702564716.167844
ScrollToArticle-7,1702564716.183791
ScrollToArticle-7,1702564716.2017326
ScrollToArticle-7,1702564716.2186747
ScrollToArticle-7,1702564716.2336273
ScrollToArticle-7,1702564716.2525604
ScrollToArticle-7,1702564716.2685082
ScrollToArticle-7,1702564716.2844539
ScrollToArticle-7,1702564716.3023937
ScrollToArticle-7,1702564716.318341
ScrollToArticle-7,1702564716.3332913
ScrollToArticle-7,1702564716.3512297
ExpEnd,1702564722.7044435
